Date,Product,Region,Sales_Rep,Quantity,Unit_Price,Total_Sales
2023-05-23,Product E,Central,Alice Johnson,35,20.98868568940701,734.6039991292454
2023-07-06,Product E,East,Carol Davis,30,163.26121471307349,4897.8364413922045
2023-10-31,Product E,East,Bob Smith,49,383.52828600547036,18792.88601426805
2023-07-02,Product C,South,Carol Davis,3,316.0608835761205,948.1826507283615
2023-12-07,Product E,South,Carol Davis,25,43.97088189000473,1099.2720472501182
2023-01-29,Product C,East,Bob Smith,10,77.83339173140321,778.3339173140321
2023-06-02,Product D,East,Carol Davis,46,192.02811239312277,8833.293170083647
2023-01-28,Product E,East,Eva Brown,21,490.7477748552885,10305.70327196106
2023-09-03,Product A,South,David Wilson,38,300.6475273293394,11424.606038514898
2023-07-22,Product C,Central,Bob Smith,27,341.99049080300546,9233.743251681148
2023-07-29,Product C,Central,David Wilson,5,36.65146677593248,183.25733387966238
2023-02-28,Product A,North,Bob Smith,22,86.54121865644477,1903.906810441785
2023-03-05,Product D,North,David Wilson,22,233.03427594949164,5126.754070888816
2023-07-28,Product E,South,David Wilson,48,22.23344883882801,1067.2055442637445
2023-02-28,Product C,West,David Wilson,30,456.00438708520073,13680.131612556022
2023-06-05,Product B,Central,Eva Brown,2,290.577544112191,581.155088224382
2023-08-18,Product B,West,Bob Smith,11,300.491688448974,3305.408572938714
2023-10-26,Product D,Central,Bob Smith,30,458.67939380820843,13760.381814246253
2023-12-06,Product D,East,Eva Brown,47,344.89235092967937,16209.94049369493
2023-06-04,Product E,North,Carol Davis,20,115.95123447261206,2319.024689452241
2023-08-27,Product A,Central,David Wilson,39,223.34288662611044,8710.372578418308
2023-09-25,Product A,North,Bob Smith,30,159.96521712616612,4798.956513784984
2023-01-11,Product B,South,David Wilson,34,242.72597297923664,8252.683081294046
2023-02-19,Product B,West,Eva Brown,20,486.8076309770262,9736.152619540524
2023-05-06,Product A,West,Carol Davis,46,318.98466137571523,14673.294423282901
2023-04-03,Product D,South,David Wilson,49,183.31137642455963,8982.257444803421
2023-01-13,Product D,Central,Bob Smith,22,450.1366513370852,9903.006329415874
2023-12-04,Product B,East,David Wilson,46,403.8643963369028,18577.76223149753
2023-07-11,Product B,East,David Wilson,48,95.37926680623598,4578.204806699327
2023-12-09,Product A,North,Bob Smith,42,148.1403310233173,6221.893902979326
2023-08-14,Product A,Central,Alice Johnson,48,278.1463850061151,13351.026480293525
2023-04-16,Product E,North,Alice Johnson,40,192.01895868594463,7680.758347437785
2023-08-07,Product E,South,Eva Brown,16,331.46696076809496,5303.471372289519
2023-11-28,Product D,East,David Wilson,7,67.33574518039364,471.3502162627555
2023-02-17,Product B,West,Carol Davis,25,261.78685994253294,6544.671498563323
2023-12-31,Product A,North,Eva Brown,6,288.18638578621676,1729.1183147173006
2023-07-07,Product B,West,David Wilson,39,466.83815153215,18206.68790975385
2023-11-29,Product C,West,Eva Brown,30,428.5877866086945,12857.633598260834
2023-05-11,Product E,South,Eva Brown,38,485.2639974191435,18440.031901927454
2023-03-13,Product A,East,Bob Smith,3,448.0527504730108,1344.1582514190325
2023-03-17,Product A,East,Eva Brown,5,95.81033866387308,479.0516933193654
2023-12-11,Product A,Central,Bob Smith,20,132.33778684271277,2646.7557368542557
2023-01-13,Product E,South,Bob Smith,49,317.3911781944322,15552.167731527177
2023-07-24,Product A,West,Alice Johnson,1,182.09749980090263,182.09749980090263
2023-09-30,Product B,South,Carol Davis,45,472.88620876383663,21279.87939437265
2023-11-24,Product C,South,Carol Davis,13,239.35383657480216,3111.5998754724283
2023-06-05,Product A,Central,Bob Smith,18,261.3318607396352,4703.973493313433
2023-10-13,Product E,South,Eva Brown,46,415.500995614283,19113.04579825702
2023-09-26,Product C,Central,Eva Brown,48,176.80166249598724,8486.479799807388
2023-04-26,Product A,West,Bob Smith,44,255.6250658666074,11247.502898130726
2023-06-29,Product A,North,David Wilson,9,421.19839354034633,3790.785541863117
2023-01-01,Product D,East,Carol Davis,34,115.59537184510002,3930.2426427334008
2023-10-15,Product D,North,Eva Brown,14,458.33327388820464,6416.665834434865
2023-03-13,Product C,West,Alice Johnson,43,402.7084303492473,17316.462505017633
2023-07-09,Product C,East,Carol Davis,31,388.65799563588877,12048.397864712551
2023-08-09,Product E,Central,Bob Smith,38,19.386187920113922,736.6751409643291
2023-07-11,Product C,North,Alice Johnson,35,215.10531991042967,7528.686196865038
2023-12-10,Product A,Central,Carol Davis,2,337.2552742833986,674.5105485667972
2023-12-05,Product D,East,Alice Johnson,6,342.4649844633925,2054.789906780355
2023-01-28,Product B,Central,Carol Davis,4,181.70249250499674,726.809970019987
2023-06-26,Product C,West,Bob Smith,13,15.039403008489094,195.51223911035822
2023-10-15,Product A,North,David Wilson,46,399.29560074821796,18367.597634418027
2023-09-09,Product C,East,David Wilson,1,53.60496027960986,53.60496027960986
2023-10-31,Product A,West,Bob Smith,4,107.26062655662106,429.04250622648425
2023-05-17,Product D,Central,Alice Johnson,34,102.80277476357459,3495.2943419615362
2023-04-28,Product B,North,Bob Smith,20,379.39536052785735,7587.907210557147
2023-01-10,Product C,East,Eva Brown,3,380.9535762023265,1142.8607286069794
2023-04-23,Product C,West,Alice Johnson,44,211.48676955244744,9305.417860307687
2023-06-11,Product B,West,David Wilson,23,154.58545113951158,3555.4653762087664
2023-06-25,Product A,North,Bob Smith,30,470.70819472992963,14121.24584189789
2023-05-29,Product A,West,Alice Johnson,22,94.93809595788761,2088.6381110735274
2023-10-21,Product E,South,Bob Smith,46,302.0801580667699,13895.687271071416
2023-10-29,Product A,Central,Alice Johnson,5,184.01450739936814,920.0725369968407
2023-12-29,Product D,West,Carol Davis,18,61.86808558017533,1113.625540443156
2023-08-15,Product C,South,Bob Smith,25,471.9029967136489,11797.574917841222
2023-07-19,Product C,Central,Eva Brown,45,47.07394091301432,2118.3273410856445
2023-02-06,Product C,Central,Eva Brown,5,42.94474824437496,214.72374122187483
2023-08-28,Product B,North,David Wilson,30,433.09820786731706,12992.946236019512
2023-04-18,Product D,South,Eva Brown,8,155.2152306215113,1241.7218449720904
2023-08-08,Product B,North,Bob Smith,21,127.63466283890759,2680.3279196170593
2023-06-11,Product D,North,David Wilson,1,234.38520727267368,234.38520727267368
2023-02-09,Product E,North,Alice Johnson,42,186.01228602151826,7812.516012903767
2023-12-01,Product A,East,Eva Brown,16,187.65430031395633,3002.4688050233012
2023-06-24,Product A,North,Bob Smith,13,51.49728751890034,669.4647377457045
2023-12-03,Product E,East,Eva Brown,15,413.57556926699704,6203.633539004955
2023-10-10,Product E,North,Eva Brown,35,18.210589201267382,637.3706220443584
2023-07-16,Product B,North,Alice Johnson,34,26.00293978440298,884.0999526697013
2023-01-05,Product B,West,Carol Davis,18,172.73379382098105,3109.2082887776587
2023-09-06,Product E,West,Carol Davis,43,31.579785900347552,1357.9307937149447
2023-12-03,Product C,East,David Wilson,36,343.8629764882609,12379.067153577393
2023-05-02,Product D,Central,Eva Brown,17,450.6375758730979,7660.8387898426645
2023-02-19,Product A,East,David Wilson,13,270.5139016445967,3516.6807213797565
2023-05-08,Product E,West,Carol Davis,16,415.3780533712505,6646.048853940008
2023-07-09,Product D,Central,Bob Smith,28,263.9553264593467,7390.749140861707
2023-07-13,Product C,East,Alice Johnson,39,118.01854208025527,4602.723141129955
2023-09-21,Product D,East,Bob Smith,16,207.57321026007315,3321.1713641611705
2023-08-18,Product B,South,Eva Brown,29,205.13161903942571,5948.816952143346
2023-04-08,Product C,Central,Eva Brown,30,274.74530057725053,8242.359017317516
2023-05-02,Product E,West,David Wilson,29,458.379758933439,13293.013009069731
2023-10-15,Product B,South,Bob Smith,32,144.44845654926786,4622.3506095765715
2023-07-21,Product D,East,Carol Davis,42,13.125731269229433,551.2807133076362
2023-04-06,Product D,West,Alice Johnson,41,113.33425156358618,4646.7043141070335
2023-08-02,Product C,North,David Wilson,22,393.81601164846336,8663.952256266193
2023-09-24,Product E,East,Bob Smith,3,498.83518290317886,1496.5055487095365
2023-03-17,Product A,South,Alice Johnson,41,107.06680319294189,4389.7389309106175
2023-07-21,Product C,Central,Eva Brown,47,253.47880406502395,11913.503791056126
2023-08-03,Product A,West,Bob Smith,45,287.05578412779374,12917.510285750719
2023-01-25,Product B,South,Alice Johnson,46,202.62091470410653,9320.5620763889
2023-05-07,Product A,North,Carol Davis,48,89.87936576929424,4314.209556926124
2023-04-09,Product C,East,Eva Brown,21,474.6432535171389,9967.508323859916
2023-07-28,Product B,West,Alice Johnson,42,464.18900970224297,19495.938407494206
2023-11-27,Product A,East,Bob Smith,35,24.03968951305071,841.3891329567749
2023-12-12,Product A,West,Carol Davis,47,131.4579457769276,6178.523451515597
2023-10-25,Product D,West,Eva Brown,4,487.16220254500325,1948.648810180013
2023-05-10,Product B,East,Carol Davis,27,287.3751067596009,7759.127882509224
2023-03-13,Product D,West,Eva Brown,43,404.76791462803754,17405.020329005616
2023-09-10,Product A,West,Eva Brown,8,465.8952258829695,3727.161807063756
2023-07-27,Product D,West,Eva Brown,47,436.63734317414526,20521.955129184826
2023-05-31,Product B,Central,David Wilson,37,366.4893228102965,13560.104943980972
2023-08-16,Product D,East,Eva Brown,42,112.20830019311485,4712.748608110824
2023-06-14,Product C,West,Eva Brown,20,369.61363473091603,7392.272694618321
2023-11-15,Product D,South,Bob Smith,5,415.4047118648113,2077.0235593240564
2023-01-30,Product E,East,Bob Smith,13,130.79475376261166,1700.3317989139516
2023-08-09,Product D,West,David Wilson,47,155.67073009784997,7316.524314598949
2023-08-19,Product C,East,David Wilson,47,397.35505003312,18675.68735155664
2023-05-28,Product A,West,Bob Smith,18,32.19437537040795,579.4987566673431
2023-12-09,Product C,Central,Bob Smith,4,142.6155315710652,570.4621262842608
2023-10-17,Product E,South,Alice Johnson,42,257.26332205777084,10805.059526426376
2023-03-09,Product C,South,Carol Davis,21,434.389757235139,9122.184901937919
2023-12-05,Product E,South,Carol Davis,10,219.4683625042313,2194.683625042313
2023-11-12,Product A,Central,Carol Davis,24,413.4038742132148,9921.692981117156
2023-12-07,Product D,South,Bob Smith,12,29.668040951829592,356.0164914219551
2023-08-13,Product C,West,Alice Johnson,47,113.0560925800389,5313.636351261828
2023-04-16,Product B,South,David Wilson,44,39.8935000726435,1755.314003196314
2023-10-23,Product B,East,Carol Davis,45,76.18927165062274,3428.5172242780236
2023-07-14,Product B,East,Alice Johnson,2,385.2562292251058,770.5124584502116
2023-11-12,Product D,West,Alice Johnson,32,120.87349070156124,3867.9517024499596
2023-10-25,Product A,Central,Alice Johnson,42,133.0292507959322,5587.228533429153
2023-09-03,Product E,North,David Wilson,43,65.5860003809192,2820.1980163795256
2023-12-02,Product B,South,Alice Johnson,2,211.5735399921688,423.1470799843376
2023-03-14,Product D,South,Alice Johnson,10,49.9833728023708,499.83372802370803
2023-08-14,Product D,West,Bob Smith,1,339.6950954093869,339.6950954093869
2023-06-13,Product C,South,Alice Johnson,14,204.9632460229413,2869.485444321178
2023-01-15,Product D,Central,David Wilson,20,286.3205877102556,5726.411754205112
2023-10-07,Product E,South,Eva Brown,18,72.46798326872064,1304.4236988369717
2023-06-11,Product B,West,David Wilson,45,153.7431765060948,6918.442942774266
2023-07-25,Product E,West,Alice Johnson,32,341.41692325763483,10925.341544244315
2023-06-13,Product D,South,Carol Davis,23,10.54492615613183,242.53330159103209
2023-05-03,Product C,Central,David Wilson,21,320.5186838851092,6730.892361587294
2023-08-19,Product D,North,Eva Brown,23,282.7234299660551,6502.638889219267
2023-07-18,Product D,North,Alice Johnson,47,254.4958472877453,11961.304822524029
2023-09-18,Product E,East,David Wilson,23,367.180208051527,8445.14478518512
2023-07-25,Product C,North,Eva Brown,31,168.13602063605282,5212.216639717637
2023-03-24,Product E,East,David Wilson,35,450.4060659713004,15764.212308995513
2023-10-12,Product A,South,Eva Brown,5,200.47591045950787,1002.3795522975394
2023-03-30,Product A,West,David Wilson,23,49.70891912787782,1143.30513994119
2023-02-23,Product C,Central,Bob Smith,16,497.828761240437,7965.260179846992
2023-02-15,Product C,North,Bob Smith,47,165.9690063992502,7800.543300764759
2023-07-13,Product E,West,Eva Brown,48,75.27286282694806,3613.0974156935067
2023-05-11,Product D,East,Eva Brown,27,68.58537889850766,1851.8052302597066
2023-07-31,Product E,West,Alice Johnson,39,437.70111656717563,17070.34354611985
2023-10-02,Product C,Central,Carol Davis,13,340.1138494356567,4421.480042663537
2023-03-27,Product D,West,Eva Brown,45,426.48007194657066,19191.60323759568
2023-07-30,Product D,South,Bob Smith,48,148.3086105023371,7118.813304112181
2023-10-26,Product E,West,Alice Johnson,20,329.4314241256057,6588.628482512114
2023-08-28,Product C,West,Carol Davis,26,154.87586924309338,4026.772600320428
2023-01-11,Product B,East,Carol Davis,6,133.63284426414668,801.7970655848801
2023-08-18,Product A,South,David Wilson,1,488.74552150713623,488.74552150713623
2023-11-24,Product C,West,Carol Davis,39,238.4289796525029,9298.730206447613
2023-06-03,Product D,East,Carol Davis,37,20.257717735099302,749.5355561986742
2023-03-29,Product A,Central,Alice Johnson,4,204.00924083601544,816.0369633440617
2023-11-01,Product B,East,David Wilson,41,132.93075894644312,5450.161116804168
2023-10-06,Product B,West,Carol Davis,47,179.35624685243675,8429.743602064527
2023-02-23,Product E,East,Alice Johnson,36,91.36573552595283,3289.1664789343017
2023-02-04,Product D,North,Carol Davis,16,65.92858496171974,1054.8573593875158
2023-04-03,Product E,North,Carol Davis,38,199.76446159817223,7591.049540730545
2023-02-16,Product E,West,Bob Smith,38,233.13773638549773,8859.233982648913
2023-08-05,Product B,North,Bob Smith,49,84.20183404128201,4125.8898680228185
2023-05-18,Product A,Central,Bob Smith,38,435.402954709987,16545.312278979505
2023-06-10,Product A,West,Eva Brown,34,28.662287293666445,974.5177679846591
2023-05-12,Product C,South,David Wilson,1,30.5623959873808,30.5623959873808
2023-06-27,Product A,Central,Carol Davis,8,179.2856183244884,1434.2849465959073
2023-10-19,Product B,West,Carol Davis,43,287.26677455349085,12352.471305800107
2023-11-30,Product A,South,David Wilson,29,80.30003393882983,2328.700984226065
2023-02-16,Product C,East,David Wilson,37,49.50154853310486,1831.5572957248799
2023-10-31,Product B,North,David Wilson,30,49.29151083793551,1478.7453251380653
2023-07-22,Product B,West,David Wilson,30,186.29910583719672,5588.9731751159015
2023-03-31,Product E,Central,Alice Johnson,26,485.7607223062631,12629.77877996284
2023-08-25,Product D,East,Eva Brown,18,294.5161606957207,5301.290892522973
2023-12-23,Product A,South,Alice Johnson,10,406.74076777028574,4067.4076777028577
2023-04-28,Product C,North,Eva Brown,12,409.04952184169304,4908.594262100316
2023-06-10,Product C,Central,Bob Smith,39,196.66640406150276,7669.989758398608
2023-10-01,Product C,East,Bob Smith,44,378.54306277634987,16655.894762159394
2023-07-05,Product A,West,Carol Davis,31,412.03891639533464,12773.206408255373
2023-03-09,Product C,South,David Wilson,49,256.7380209408242,12580.163026100385
2023-01-22,Product B,West,Bob Smith,25,228.2393977291574,5705.984943228935
2023-03-26,Product C,West,David Wilson,49,290.0877482466425,14214.299664085482
2023-05-30,Product E,Central,Bob Smith,32,420.24623692869085,13447.879581718107
2023-09-08,Product B,Central,Carol Davis,47,80.05083002436855,3762.389011145322
2023-09-23,Product D,Central,Carol Davis,6,198.70027538328452,1192.2016522997071
2023-10-21,Product E,Central,Carol Davis,3,197.56420919748987,592.6926275924696
2023-05-02,Product D,West,Carol Davis,21,22.64660250295905,475.57865256214
2023-05-16,Product E,East,Alice Johnson,14,480.2975999983766,6724.166399977273
2023-11-23,Product B,North,Alice Johnson,37,231.0846638108546,8550.132561001621
2023-09-23,Product C,North,Alice Johnson,12,492.17544199677377,5906.105303961285
2023-07-07,Product B,North,David Wilson,23,494.857613358318,11381.725107241315
2023-01-25,Product B,Central,Carol Davis,14,150.09126154788916,2101.277661670448
2023-11-11,Product D,North,David Wilson,27,385.32607167903774,10403.80393533402
2023-05-17,Product D,West,Alice Johnson,4,96.77030514467202,387.0812205786881
2023-11-19,Product B,Central,Eva Brown,5,57.51317877305812,287.5658938652906
2023-04-28,Product B,South,Bob Smith,10,277.9951492328837,2779.951492328837
2023-06-24,Product D,Central,Bob Smith,47,181.46954824964988,8529.068767733545
2023-07-22,Product C,East,Eva Brown,26,438.4105937271695,11398.675436906407
2023-02-14,Product D,North,Alice Johnson,43,489.32812757801355,21041.109485854584
2023-05-31,Product C,South,David Wilson,28,215.80539210487478,6042.550978936494
2023-07-06,Product A,East,David Wilson,49,479.0265121244249,23472.299094096823
2023-04-09,Product B,East,Eva Brown,23,288.59060524625994,6637.5839206639785
2023-05-30,Product D,East,David Wilson,45,75.1748014645911,3382.8660659065995
2023-08-24,Product E,South,Eva Brown,25,210.45172283108934,5261.293070777234
2023-05-14,Product C,East,Carol Davis,23,298.61984458064666,6868.2564253548735
2023-03-18,Product C,South,Alice Johnson,21,241.15252038403514,5064.202928064738
2023-12-13,Product E,West,Bob Smith,24,373.7129822036205,8969.111572886894
2023-06-17,Product C,South,Bob Smith,48,286.30753131714715,13742.761503223064
2023-05-14,Product C,North,Eva Brown,45,212.0774996292544,9543.487483316447
2023-01-21,Product B,Central,Eva Brown,49,75.25924157708647,3687.702837277237
2023-04-11,Product E,West,Alice Johnson,28,261.7168490554993,7328.071773553981
2023-01-25,Product B,South,Alice Johnson,6,454.92739379373734,2729.564362762424
2023-02-07,Product E,East,Bob Smith,40,73.01227812067073,2920.491124826829
2023-12-21,Product A,East,Bob Smith,49,187.20707647211182,9173.14674713348
2023-12-10,Product E,East,Alice Johnson,36,145.01291789901708,5220.465044364615
2023-05-06,Product C,South,Alice Johnson,16,302.50315947245457,4840.050551559273
2023-07-30,Product A,East,Alice Johnson,1,170.43626977938953,170.43626977938953
2023-12-02,Product D,South,Bob Smith,25,282.0155555090623,7050.388887726558
2023-05-14,Product E,South,Alice Johnson,48,96.89001107973031,4650.720531827055
2023-10-14,Product B,South,Alice Johnson,18,148.80935771136288,2678.568438804532
2023-09-01,Product E,North,David Wilson,40,337.74950020993583,13509.980008397433
2023-05-17,Product B,West,Alice Johnson,16,173.0626257907898,2769.002012652637
2023-11-04,Product E,Central,David Wilson,15,334.88332982434224,5023.249947365133
2023-09-15,Product E,Central,David Wilson,42,370.59979724047446,15565.191484099927
2023-07-08,Product A,East,Alice Johnson,30,135.53384207528393,4066.015262258518
2023-04-09,Product E,Central,Bob Smith,13,112.63332705966042,1464.2332517755854
2023-05-21,Product D,Central,Bob Smith,9,382.40271703142827,3441.6244532828546
2023-05-10,Product D,Central,Eva Brown,14,193.23409589474306,2705.277342526403
2023-07-16,Product A,South,David Wilson,44,36.68836320975041,1614.2879812290182
2023-05-10,Product A,Central,Bob Smith,39,319.68941212699383,12467.887072952759
2023-03-11,Product C,South,Carol Davis,18,111.2246979486726,2002.044563076107
2023-12-06,Product E,East,Carol Davis,19,266.4695206830612,5062.920892978163
2023-11-14,Product A,West,Alice Johnson,44,449.5276917885614,19779.218438696702
2023-07-02,Product A,East,David Wilson,7,22.529201553969987,157.7044108777899
2023-11-01,Product A,East,Bob Smith,28,303.98425054792233,8511.559015341825
2023-03-24,Product B,North,Eva Brown,13,436.94447115095824,5680.278124962457
2023-01-10,Product B,West,Alice Johnson,6,348.2581949813572,2089.5491698881433
2023-08-03,Product E,North,Alice Johnson,46,326.4052712420163,15014.64247713275
2023-01-26,Product C,South,David Wilson,3,96.79230065714448,290.3769019714334
2023-07-08,Product C,South,Eva Brown,39,378.3943215187738,14757.378539232177
2023-11-24,Product C,West,Carol Davis,7,74.52658268374145,521.6860787861901
2023-06-06,Product D,East,Carol Davis,3,92.74064705149355,278.22194115448065
2023-04-14,Product C,North,Carol Davis,16,426.0580297797513,6816.9284764760205
2023-06-21,Product A,East,Carol Davis,42,278.9657195036351,11716.560219152674
2023-06-27,Product D,Central,Alice Johnson,17,235.8401857212251,4009.283157260827
2023-02-17,Product C,West,Carol Davis,14,338.7963604611258,4743.149046455761
2023-09-10,Product E,North,David Wilson,24,78.23095385111367,1877.542892426728
2023-12-04,Product B,South,Carol Davis,15,432.6232886267768,6489.349329401652
2023-09-04,Product C,Central,Alice Johnson,34,389.9975953923097,13259.918243338529
2023-12-18,Product E,West,Alice Johnson,13,488.131621088977,6345.711074156701
2023-03-20,Product D,North,Eva Brown,34,92.05527481381436,3129.8793436696883
2023-07-11,Product E,North,Carol Davis,2,45.94839305520531,91.89678611041062
2023-03-30,Product E,West,Eva Brown,22,105.89919364882805,2329.782260274217
2023-09-29,Product B,South,Alice Johnson,43,234.4340221260956,10080.662951422111
2023-05-10,Product D,Central,Bob Smith,30,302.06455672286563,9061.936701685969
2023-11-21,Product E,West,Carol Davis,41,289.673125669946,11876.598152467786
2023-07-20,Product E,South,Alice Johnson,2,10.111248726945213,20.222497453890426
2023-04-10,Product B,Central,Carol Davis,46,439.33431435208246,20209.378460195792
2023-11-23,Product A,North,Alice Johnson,24,160.7743785610235,3858.585085464564
2023-05-05,Product B,East,Carol Davis,32,358.3904713554075,11468.49508337304
2023-04-16,Product A,West,David Wilson,6,62.934189170873836,377.60513502524304
2023-10-17,Product B,South,Alice Johnson,13,49.77046998722011,647.0161098338615
2023-07-01,Product E,North,Eva Brown,43,341.037519048045,14664.613319065935
2023-03-20,Product B,East,Bob Smith,34,235.7594641184202,8015.821780026286
2023-11-19,Product B,South,Bob Smith,1,444.38623805453227,444.38623805453227
2023-11-01,Product D,South,Carol Davis,29,356.12227843689806,10327.546074670043
2023-11-30,Product A,East,David Wilson,42,125.02966664523593,5251.24599909991
2023-06-28,Product D,East,Alice Johnson,49,77.14024591779713,3779.8720499720594
2023-03-24,Product A,West,Carol Davis,30,224.93727512056685,6748.118253617005
2023-07-31,Product E,East,Alice Johnson,42,62.33234496115818,2617.9584883686434
2023-01-31,Product B,South,Alice Johnson,38,166.9966302087053,6345.871947930802
2023-07-26,Product C,East,Alice Johnson,44,20.171435740742464,887.5431725926684
2023-04-24,Product E,North,David Wilson,21,276.86912684249654,5814.251663692427
2023-11-17,Product C,North,Carol Davis,21,431.22621922277716,9055.75060367832
2023-03-02,Product B,West,Alice Johnson,36,468.0498035714638,16849.792928572697
2023-06-20,Product A,North,Carol Davis,23,490.58896465314655,11283.54618702237
2023-06-30,Product D,South,Eva Brown,4,379.72308879220566,1518.8923551688226
2023-01-16,Product C,South,Bob Smith,17,256.63911399701544,4362.864937949263
2023-11-22,Product A,West,Alice Johnson,47,278.0522193516331,13068.454309526755
2023-07-17,Product C,South,Eva Brown,33,29.507605328419373,973.7509758378393
2023-12-01,Product D,East,Bob Smith,33,31.119053384678786,1026.9287616944
2023-04-19,Product C,North,Eva Brown,2,384.122763397424,768.245526794848
2023-04-07,Product E,South,Carol Davis,15,317.9975363171688,4769.963044757532
2023-02-03,Product A,North,Alice Johnson,23,375.4016564403458,8634.238098127953
2023-11-10,Product B,East,Alice Johnson,1,285.31325700666406,285.31325700666406
2023-06-29,Product B,South,Bob Smith,30,409.0481211278499,12271.443633835497
2023-05-06,Product D,North,Alice Johnson,10,484.19398416852067,4841.939841685206
2023-06-19,Product C,West,Alice Johnson,32,187.62597242044146,6004.031117454127
2023-06-04,Product D,North,Carol Davis,2,195.33001246923894,390.6600249384779
2023-04-24,Product E,North,David Wilson,22,45.41570431085653,999.1454948388438
2023-07-22,Product B,North,Eva Brown,48,127.9938698758549,6143.705754041035
2023-06-15,Product A,Central,Alice Johnson,17,123.48352213431048,2099.219876283278
2023-11-09,Product B,North,David Wilson,24,160.76275384419478,3858.3060922606746
2023-12-03,Product A,Central,Bob Smith,48,294.9664601746145,14158.390088381497
2023-07-22,Product E,Central,Bob Smith,29,281.45669519653416,8162.244160699491
2023-12-31,Product A,South,Bob Smith,48,157.71689913481234,7570.411158470992
2023-02-14,Product B,North,Alice Johnson,14,382.3135926299103,5352.390296818745
2023-08-11,Product D,South,Carol Davis,20,295.732633491906,5914.652669838119
2023-02-16,Product C,West,Alice Johnson,13,135.9607191727123,1767.4893492452597
2023-09-28,Product D,Central,Carol Davis,26,460.41193521632533,11970.71031562446
2023-08-05,Product B,South,David Wilson,49,227.97769208549502,11170.906912189255
2023-06-30,Product C,South,Alice Johnson,42,281.2436810045554,11812.234602191327
2023-03-17,Product A,East,Carol Davis,49,425.7511694590697,20861.807303494414
2023-12-21,Product D,West,Eva Brown,7,176.21794621197407,1233.5256234838184
2023-12-22,Product E,North,Alice Johnson,25,206.91937290600237,5172.984322650059
2023-05-24,Product B,Central,David Wilson,6,321.02462914097447,1926.147774845847
2023-12-02,Product A,East,Bob Smith,26,302.2526377665734,7858.568581930908
2023-06-10,Product B,North,Eva Brown,20,115.85540579260538,2317.1081158521074
2023-03-09,Product E,South,Carol Davis,2,219.28147222656818,438.56294445313637
2023-10-13,Product A,West,Bob Smith,44,272.4609052879115,11988.279832668106
2023-03-19,Product B,West,Bob Smith,21,110.93021757971123,2329.534569173936
2023-03-07,Product B,North,Eva Brown,23,199.9706258711133,4599.324395035605
2023-10-31,Product D,South,David Wilson,20,366.77705429472155,7335.541085894431
2023-07-02,Product D,South,David Wilson,14,291.0460072130879,4074.64410098323
2023-06-11,Product D,Central,Eva Brown,36,68.49669555571643,2465.8810400057914
2023-01-12,Product D,East,Eva Brown,40,241.9834730937605,9679.33892375042
2023-02-17,Product C,West,Carol Davis,43,51.289539416367035,2205.4501949037826
2023-05-15,Product C,Central,Carol Davis,15,220.8698008623782,3313.047012935673
2023-03-10,Product E,Central,Alice Johnson,15,78.86809271781603,1183.0213907672403
2023-01-17,Product B,Central,Eva Brown,11,355.12430481901845,3906.367353009203
2023-04-16,Product E,East,Bob Smith,12,104.50657865791099,1254.0789438949319
2023-04-29,Product B,North,Bob Smith,17,69.43846902271173,1180.4539733860993
2023-08-11,Product C,North,David Wilson,39,304.2857665236967,11867.144894424171
2023-12-20,Product B,Central,Alice Johnson,4,295.51621181174556,1182.0648472469823
2023-01-19,Product B,West,Alice Johnson,10,299.9413147572762,2999.4131475727618
2023-05-05,Product C,East,Alice Johnson,12,249.99507531423797,2999.9409037708556
2023-01-08,Product B,East,David Wilson,36,106.80239378245435,3844.8861761683565
2023-07-31,Product D,Central,Bob Smith,12,258.27603751846135,3099.312450221536
2023-08-28,Product B,Central,Eva Brown,44,180.03114435197796,7921.37035148703
2023-06-16,Product D,North,Alice Johnson,26,371.19488283875313,9651.066953807582
2023-09-03,Product E,West,David Wilson,10,461.0625837002518,4610.625837002518
2023-05-25,Product C,South,Carol Davis,10,339.65043326099277,3396.5043326099276
2023-09-05,Product E,North,Alice Johnson,18,46.69896258097203,840.5813264574965
2023-11-09,Product D,West,Bob Smith,27,135.12314161216173,3648.324823528367
2023-06-29,Product B,South,Bob Smith,25,68.41311699188094,1710.3279247970236
2023-08-14,Product A,West,Eva Brown,31,32.12416856202306,995.8492254227148
2023-08-20,Product A,Central,Bob Smith,18,59.27573872088773,1066.9632969759791
2023-08-17,Product B,West,Carol Davis,18,172.88907916543891,3112.0034249779005
2023-03-29,Product E,West,Eva Brown,10,208.07840463244918,2080.784046324492
2023-06-26,Product C,South,Bob Smith,26,433.884838693943,11281.005806042518
2023-01-13,Product A,West,Bob Smith,19,345.73551150611246,6568.974718616137
2023-12-16,Product C,South,Carol Davis,16,165.83940973031474,2653.430555685036
2023-10-07,Product B,Central,Alice Johnson,8,94.23715328628113,753.897226290249
2023-04-22,Product E,South,Eva Brown,19,178.20498964157966,3385.8948031900136
2023-03-31,Product C,South,Bob Smith,12,454.0544245232179,5448.653094278615
2023-04-18,Product D,South,Eva Brown,37,305.5744004287571,11306.252815864013
2023-09-15,Product E,South,Bob Smith,24,179.47084040788195,4307.300169789167
2023-05-31,Product D,North,Eva Brown,13,327.8546471451086,4262.110412886412
